,Acceleration,Aggression,Agility,Balance,Ball Control,Composure,Crossing,Curve,Dribbling,FK Accuracy,Finishing,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Heading Accuracy,ID,Interceptions,Jumping,Long Passing,Long Shots,Marking,Penalties,Positioning,Reactions,Short Passing,Shot Power,Sliding Tackle,Sprint Speed,Stamina,Standing Tackle,Strength,Vision,Volleys
186,71,54,85,89,88,86,84,84,82,84,78,9,10,14,5,8,59,178088,39,72,79,70,25,81,83,84,86,75,21,63,78,31,43,86,71
187,53,39,61,54,23,53,12,10,20,16,12,85,81,80,79,82,11,178005,22,79,30,11,13,32,13,80,31,38,11,57,45,13,77,63,17
188,66,79,65,63,75,83,69,49,72,47,59,12,6,7,12,7,78,177457,88,77,74,71,77,52,69,83,79,74,82,69,86,86,76,76,57
189,75,83,66,66,76,82,86,80,74,47,65,14,11,14,6,12,74,173771,81,76,69,68,79,65,73,82,78,77,83,84,78,84,79,72,67
190,39,74,57,38,73,79,62,55,62,74,58,14,6,13,13,14,85,170481,84,81,72,68,84,69,49,77,69,80,82,46,74,85,85,63,49
191,30,18,35,32,22,64,12,14,18,16,17,83,84,79,81,85,13,168354,10,66,37,18,19,21,10,78,36,21,12,33,29,10,58,60,13
192,88,84,75,83,81,83,83,69,81,66,60,16,11,10,7,7,64,167905,82,70,70,66,78,55,73,86,80,85,78,87,88,83,85,71,70
193,71,87,68,62,67,75,52,22,62,49,32,13,11,9,11,7,81,165229,85,82,69,47,81,51,41,80,76,54,84,73,75,85,76,56,35
194,57,80,53,56,68,73,38,53,55,45,27,8,6,5,9,8,77,157481,83,77,68,53,87,37,30,80,73,65,84,57,62,86,84,49,31
195,79,78,85,87,86,80,85,80,84,74,61,5,11,9,6,7,72,146530,79,80,77,78,72,70,74,77,81,86,82,83,76,79,55,78,68
196,40,34,35,45,23,55,18,10,11,14,13,79,82,72,87,85,16,104389,19,59,34,18,13,13,15,76,34,21,13,46,31,11,70,37,16
197,64,84,64,72,78,87,57,62,64,71,50,10,7,13,10,9,81,53302,87,78,81,72,75,75,55,80,82,81,82,68,76,84,83,72,74
198,50,32,50,60,23,60,11,11,10,11,14,80,83,82,82,82,13,24630,22,73,22,15,12,24,13,82,19,24,24,63,34,22,72,65,11
199,85,62,91,84,88,80,90,92,89,73,63,12,14,10,5,15,41,20775,24,63,75,78,10,74,76,78,79,79,13,82,69,17,54,80,80
200,46,30,64,38,28,68,12,12,24,14,12,88,78,72,78,88,12,230621,26,72,24,18,12,24,14,74,34,24,16,54,34,14,72,50,8
201,94,58,86,79,83,75,78,77,87,73,76,12,13,6,15,14,57,229906,21,86,67,77,12,71,81,79,75,79,18,93,76,27,59,78,75
202,95,57,94,94,83,85,81,84,85,60,65,12,9,7,6,9,51,227055,43,65,55,73,43,66,82,82,78,72,36,94,87,46,48,78,74
203,86,53,93,84,84,78,79,77,86,81,74,8,14,15,7,9,57,222737,26,58,73,83,16,68,77,81,81,85,17,81,74,28,64,82,71
204,76,85,62,55,70,75,36,30,63,27,40,9,7,10,6,15,81,220793,78,74,64,44,83,44,34,77,75,74,86,80,79,83,86,44,28
205,77,81,77,73,80,74,67,66,77,73,75,7,10,14,9,14,82,219683,76,89,82,78,72,70,79,82,85,82,71,69,86,78,77,79,62
206,82,73,83,86,84,83,72,79,78,81,69,14,13,9,10,12,60,216451,77,76,84,76,73,67,77,77,86,78,69,77,79,75,72,84,47
207,54,26,58,50,15,30,12,19,15,20,15,85,79,73,80,86,12,215316,21,68,23,17,16,24,12,75,32,24,17,48,52,13,73,58,16
208,74,73,63,62,73,80,49,32,68,22,36,10,12,8,6,8,80,213661,82,74,75,20,83,36,32,80,78,31,85,72,69,88,72,62,25
209,94,36,87,84,82,75,80,84,87,70,76,5,3,5,3,5,52,213345,23,75,63,73,11,70,79,81,77,77,15,92,76,15,61,74,77
210,64,71,48,39,64,70,35,30,55,27,20,11,8,7,9,14,80,213331,80,71,69,25,82,38,27,81,74,44,80,78,60,86,91,61,24
211,85,78,81,70,80,80,87,85,81,79,58,13,8,12,11,14,72,212462,76,81,84,72,77,68,75,83,80,80,76,86,91,79,68,68,67
212,84,52,85,79,87,83,77,79,86,80,73,14,15,10,13,12,48,212404,34,49,70,82,28,72,80,80,80,80,32,84,83,36,63,78,70
213,79,64,85,82,82,79,83,84,82,79,67,12,14,15,8,14,58,212198,69,72,82,87,58,79,78,82,84,85,62,78,84,66,68,85,83
214,79,42,82,75,85,69,77,72,87,59,78,11,16,11,8,9,42,212194,29,63,69,78,25,54,78,80,82,80,24,83,69,20,65,83,66
215,71,81,67,64,80,78,61,82,81,68,68,12,9,6,14,8,69,211575,76,58,83,73,65,55,77,79,84,80,64,66,78,77,85,83,63
216,73,74,78,53,84,82,70,73,80,59,68,9,12,9,7,15,77,210008,77,74,84,79,70,69,76,78,86,80,73,70,82,80,78,80,72
217,91,92,78,78,76,82,64,60,76,57,85,15,14,7,15,11,68,208830,49,75,48,67,48,78,84,86,65,85,51,91,88,52,69,72,82
218,85,65,81,85,83,67,85,82,82,75,73,9,16,9,9,7,52,208618,44,67,75,80,31,56,81,85,83,82,44,82,90,50,57,83,54
219,80,83,79,75,75,75,42,64,78,56,88,13,7,12,14,7,84,208596,31,83,42,67,15,77,85,76,68,81,32,83,84,23,85,61,80
220,77,62,83,83,83,79,84,81,82,77,70,13,7,9,15,11,45,208448,43,53,70,75,23,66,77,78,86,75,17,71,76,26,63,86,67
221,63,90,60,57,64,74,45,32,57,30,39,9,11,14,9,7,82,207863,83,88,67,41,81,47,34,76,73,46,79,67,78,85,85,50,44
222,77,62,76,77,80,78,60,69,80,58,86,12,12,8,5,8,76,207664,34,77,55,60,12,80,90,80,72,80,14,78,70,16,74,68,80
223,85,71,81,85,87,72,73,78,88,68,62,9,5,6,7,7,42,207410,70,63,82,75,52,59,69,68,87,79,63,77,83,69,65,88,76
224,34,18,41,39,16,26,25,25,10,19,11,84,80,75,80,84,17,206585,21,71,36,14,19,24,15,79,32,25,16,33,37,18,51,55,18
225,73,71,78,71,84,73,69,80,81,69,71,9,14,12,7,8,76,206545,69,83,82,80,61,65,77,82,86,81,60,73,80,73,63,83,63
226,78,79,82,73,84,79,75,75,79,76,57,14,7,13,14,8,56,205498,78,61,84,62,66,84,72,82,87,71,70,75,83,76,63,84,71
227,60,83,60,54,66,75,35,34,47,28,34,14,13,14,13,12,81,204639,84,85,69,31,85,37,29,78,67,43,84,65,60,82,77,41,27
228,72,86,67,64,70,69,51,72,53,51,42,12,16,11,13,11,78,204525,82,89,77,74,85,39,48,75,74,81,84,74,72,81,78,46,37
229,86,79,87,84,84,80,77,73,79,79,76,9,8,10,11,10,70,203551,77,74,75,82,74,76,82,79,82,82,78,84,90,79,68,76,87
230,86,62,91,83,83,80,83,83,86,79,76,6,9,7,7,8,38,203486,41,64,73,77,28,83,81,80,81,78,35,78,78,47,63,81,80
231,82,90,77,69,80,72,52,71,77,56,82,7,13,9,7,9,81,202685,40,89,45,72,35,80,83,78,71,87,50,81,79,42,86,66,84
232,84,23,86,86,89,76,83,84,87,80,70,15,15,9,8,9,50,202651,20,50,75,86,19,72,76,78,85,78,18,80,79,23,56,82,72
233,95,67,94,87,82,79,75,69,86,74,72,9,10,14,7,14,50,200949,50,71,74,71,39,75,78,75,77,79,51,92,68,43,56,73,70
234,80,68,69,74,81,72,82,70,77,61,64,14,16,11,15,10,64,199564,81,52,77,66,78,57,70,78,85,65,82,80,83,83,69,83,50
235,48,92,53,61,80,74,66,68,70,70,49,7,8,11,7,13,62,199503,75,39,86,83,71,59,77,81,85,88,68,51,78,73,76,82,50
236,90,72,89,80,87,79,81,57,90,51,77,15,10,15,11,10,46,198717,23,50,65,67,36,66,78,77,75,77,34,91,78,32,76,77,59
237,60,78,58,49,71,75,54,63,65,22,36,11,15,10,7,10,85,197061,84,67,74,48,82,42,51,81,77,66,79,73,73,85,80,72,50
238,86,64,91,81,83,83,64,76,86,64,63,13,11,7,6,16,34,195365,75,67,79,73,45,64,76,84,84,70,58,75,88,64,47,82,58
239,65,65,65,50,80,75,54,68,79,71,86,15,14,16,15,8,84,195093,35,72,50,76,29,80,87,81,75,83,30,68,74,32,87,68,80
240,78,84,75,82,79,80,60,33,75,43,50,8,6,8,12,13,69,193474,87,85,72,66,79,54,67,79,81,80,85,75,88,86,76,70,32
241,59,82,57,58,71,72,54,67,53,46,37,12,8,6,6,14,77,193469,83,78,70,38,84,46,39,80,75,59,85,64,77,84,85,56,39
242,86,61,87,91,85,82,80,88,85,84,73,13,12,12,11,11,45,193348,55,55,78,82,45,65,75,80,81,87,48,81,76,49,75,80,76
243,74,75,67,58,81,76,84,85,79,86,68,9,7,13,9,12,76,192638,76,70,73,77,77,64,76,84,79,84,78,77,90,82,79,69,55
244,78,68,81,77,85,82,82,78,83,78,70,10,14,7,15,14,70,189125,72,69,80,86,60,68,78,82,84,84,68,78,81,72,69,82,78
245,93,56,89,83,85,74,73,52,87,73,76,7,7,11,15,13,56,188803,49,62,75,83,38,72,74,79,77,83,40,91,79,53,62,79,82
246,75,43+12,86,80,84,78-5,74,77,78,75-2,74-1,12,10,15,12,12,54,188152,34,64-2,78,77,37,68,79-2,81,83,80+4,47,72-2,76,52+2,36,83,63
247,85,58,92,84,88,84,76,80,87,72,76,6,13,13,8,9,53,187754,51,68,73,78,45,74,77,77,81,76,42,82,78,49,62,79,68
248,73,72,64,61,72,78,49,44,64,33,28,11,8,11,12,15,81,185239,80,80,69,36,83,48,35,81,79,63,82,83,68,84,78,59,55
249,65,88,65,62,73,79,63,42,68,60,48,10,6,11,12,13,72,185221,83,74,77,73,75,58,53,81,79,80,86,64,79,84,80,68,54
250,64,79,73,67,85,81,78,79,81,75,69,15,6,8,10,7,61,184826,80,56,83,80,78,85,74,76,83,83,73,65,86,78,62,83,75
251,88,75,92,90,86,83,72,90,86,93,82,6,3,6,3,3,34,184431,26,34,76,81,23,75,84,82,78,80,28,82,77,29,42,80,75
252,42,76,53,59,82,86,60,72,75,77,66,13,10,9,11,8,61,184120,83,64,85,80,70,75,69,82,85,82,82,41,64,81,74,83,48
253,74,63,75,76,86,86,81,80,82,69,86,12,7,5,13,9,63,183574,41,65,80,80,32,89,85,85,83,81,34,69,76,38,69,84,80
254,52,91,56,56,72,75,50,43,68,57,49,14,12,13,11,14,73,183376,87,73,74,62,79,56,50,78,78,73,77,54,88,84,83,63,53
255,49,81,57,46,73,78,68,69,65,60,47,15,9,12,14,6,83,181786,77,86,72,53,83,49,45,77,70,64,82,65,80,83,84,60,38
256,79,64,82,80,84,79,67,76,85,70,74,16,6,14,12,6,72,181291,70,82,74,71,60,74,82,82,83,78,64,82,87,69,71,78,73
257,73,74,82,75,86,80,74,77,85,66,77,6,15,14,8,11,67,180819,68,72,77,72,60,70,76,75,86,72,62,71,84,67,66,83,72
258,51,76,59,52,82,78,64,70,72,65,83,12,15,11,6,5,90,178509,42,82,58,74,26,83,83,83,77,85,20,55,74,37,90,75,82
259,63,86,57,47,66,81,72,70,58,48,57,15,9,13,11,13,85,178372,79,83,76,62,84,58,61,76,71,73,82,61,78,82,85,57,48
260,55,41,55,51,15,56,12,11,12,12,11,80,83,77,83,82,23,178086,20,71,43,12,11,25,11,76,34,25,18,55,35,14,77,35,15
261,48,38,55,58,25,57,13,12,15,13,13,77,84,80,80,81,10,177683,21,73,31,12,11,24,15,80,40,23,12,54,45,19,68,58,8
262,67,78,82,60,82,86,69,69,78,68,71,5,7,7,10,7,77,177413,80,72,78,74,69,81,75,81,83,78,71,74,88,73,78,78,67
263,88,66,82,77,80,85,70,76,76,70,82,6,10,8,8,6,67,176600,38,84,72,76,23,85,86,85,79,84,39,86,76,33,64,76,78
264,68,80,78,82,78,86,63,74,77,47,62,10,8,8,5,6,72,176266,86,82,81,66,75,61,66,81,81,77,78,69,82,82,70,81,59
265,58,85,60,50,63,76,28,48,58,27,56,5,12,9,5,12,85,164468,81,81,61,66,83,53,45,82,66,63,82,60,69,84,80,56,47
266,53,37,52,36,17,63,14,13,15,12,13,86,80,70,78,83,13,163705,23,74,28,11,10,11,11,79,37,24,13,43,31,15,61,55,13
267,60,35,62,47,40,52,18,13,12,15,12,82,78,83,79,87,16,163587,20,60,46,14,14,26,13,80,44,36,13,60,34,14,64,59,15
268,48,11,57,40,23,50,10,15,10,15,10,82,83,72,82,82,10,163489,15,80,27,19,12,21,10,75,31,24,19,34,31,17,51,46,19
269,73,74,79,84,82,86,77,82,81,79,74,13,15,15,13,13,70,162347,72,79,82,80,68,70,74,75,84,76,68,65,84,72,64,80,76
270,64,52,74,82,88,80,78,78,86,76,67,5,4,10,8,7,60,161956,70,67,86,70,58,72,75,83,89,72,62,60,71,66,66,86,70
271,70,83,76,78,84,80,74,71,76,76,50,14,12,7,12,7,54,158963,82,62,83,75,70,72,55,80,85,77,78,68,78,80,70,80,78
272,76,78,75,62,79,74,83,80,77,59,54,11,14,10,15,7,59,146760,76,68,66,53,80,66,68,82,77,68,81,87,82,82,74,72,49
273,34,36,48,47,23,62,11,10,11,11,12,76,84,76,83,78,10,146748,16,68,23,11,14,21,11,79,28,22,14,52,42,13,66,53,14
274,67,88,72,78,80,86,63,63,58,50,42,6,10,8,5,5,66-2,142754,85-3,75,75,55,80-1,60,51,79-4,79,76,82,62-2,76,81-2,72-2,68,51
275,73,67,75,75,85,83,71,83,83,80,86,8,9,9,11,9,67,113422,29,67,67,79,22,88,86,83,76,81,38,70,76,28,66,75,79
276,59,23,62,46,23,70,13,25,25,13,12,86,74,58,80,84,25,5479,22,77,22,13,11,24,16,76,21,28,13,57,43,11,70,65,14
277,66,82,48,48,66,72,40,34,50,30,38,10,13,12,8,12,80,232363,82,76,64,30,83,56,30,78,68,50,80,69,70,86,82,46,40
278,93,67,90,78,80,74,77,77,85,78,79,11,6,15,7,14,72,231677,42,63,65,71,29,74,81,79,75,85,33,92,83,37,73,74,72
279,91,77,88,83,78,75,75,61,80,30,50,16,12,10,14,12,58,227928,80,80,65,60,77,38,73,82,74,74,78,92,90,78,59,62,42
280,45,39,40,57,16,36,24,23,18,21,19,80,81,78,82,80,15,221087,16,68,41,18,12,25,20,73,38,21,11,52,42,20,52,41,17
281,78,73,79,77,84,79,70,68,86,74,82,8,14,14,7,15,69,216354,21,69,53,78,20,84,84,81,79,82,26,69,76,20,68,66,80
282,92,66,78,49,81,71,78,49,82,53,76,14,15,14,10,13,70,216201,21,84,66,78,28,64,76,78,79,85,31,94,77,38,84,75,68
283,57,88,67,72,81,71,55,61,66,57,51,6,14,14,6,11,46,216194,82,65,81,58,68,58,60,72,86,74,75,40,88,79,74,74,52
284,93,54,82,78,87,79,75,70,85,52,80,12,8,13,8,15,58,215785,31,67,64,74,17,60,79,76,76,78,28,92,73,29,76,74,68
285,75,60,81,77,83,82,77,74,83,67,64,6,15,8,8,8,55,212814,72,63,78,72,64,66,77,73,83,76,62,75,81,70,68,81,69
286,75,65,76,60,78,74,78,86,79,87,80,13,11,13,12,10,77,212523,58,53,77,87,46,71,86,79,81,84,42,76,76,62,72,77,76
287,62,72,59,53,65,70,40,45,64,25,33,5,10,5,5,5,80,211320,86,81,59,39,84,36,28,78,65,58,82,69,68,86,80,50,35
288,77,74,83,69,82,77,79,75,79,70,74,6,16,16,9,9,69,210896,80,75,82,73,69,68,76,79,84,79,76,75,79,72,76,82,70
289,89,75,84,78,79,81,80,76,83,42,60,16,12,15,11,11,64,210243,79,76,78,62,76,56,78,81,80,67,75,88,86,80,62,75,53
290,80,73,84,87,86,82,67,70,79,72,74,7,16,15,11,15,55,209297,75,84,77,76,76,65,69,82,85,76,69,84,88,75,61,76,70
291,74,66,77,60,80,78,86,90,84,78,69,11,7,11,8,14,53,208670,66,42,82,72,44,73,75,82,86,80,36,77,77,54,59,88,77
292,74,93,52,55,71,72,74,43,67,25,49,15,9,16,7,9,74,207993,75,78,53,54,78,44,63,79,73,82,84,83,85,83,92,60,31
293,85,73,85,84,83,79,72,77,83,56,78,14,10,8,13,9,64,207494,53,65,65,80,52,65,84,82,78,78,44,83,85,50,61,78,64
294,62,77,69,48,86,80,73,79,86,68,72,14,15,13,9,7,68,207471,54,49,76,82,33,67,74,78,84,76,37,66,62,40,79,84,81
295,50,27,62,43,12,29,17,24,14,20,14,78,80,78,81,82,11,206652,23,63,23,12,18,24,11,79,23,19,11,53,41,11,67,45,15
296,78,76,73,68,78,74,83,72,76,48,58,11,7,6,7,14,69,205923,79,75,70,52,81,54,71,77,78,67,82,75,87,83,73,75,37
297,70,89,62,50,68,73,68,35,59,56,27,14,15,10,12,8,78,205452,79,73,72,41,81,40,33,81,75,70,81,77,65,84,82,57,34
298,66,78,65,58,65,80,46,47,43,52,30,11,16,11,15,13,78,205362,78,81,69,22,82,47,30,80,73,44,86,74,68,84,78,55,32
299,86,70,78,83,81,75,70,74,79,63,78,11,13,14,15,13,56,204923,48,77,67,80,25,65,81,83,79,84,43,79,84,42,75,79,74
300,77,63,78,78,76,81,65,61,78,46,85,9,10,16,7,15,75,204529,23,81,36,76,16,67,84,80,64,83,22,79,66,26,82,62,80
301,,,,,,,,,,,,,,,,,,203042,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,202857,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,202556,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,202477,,,,,,,,,,,,,,,,,
305,,,,,,,,,,,,,,,,,,202371,,,,,,,,,,,,,,,,,
306,,,,,,,,,,,,,,,,,,202335,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,201995,,,,,,,,,,,,,,,,,
308,,,,,,,,,,,,,,,,,,201455,,,,,,,,,,,,,,,,,
309,,,,,,,,,,,,,,,,,,201400,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,201305,,,,,,,,,,,,,,,,,
311,,,,,,,,,,,,,,,,,,200724,,,,,,,,,,,,,,,,,
312,,,,,,,,,,,,,,,,,,200647,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,200610,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,199987,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,199914,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,199845,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,199451,,,,,,,,,,,,,,,,,
318,,,,,,,,,,,,,,,,,,198784,,,,,,,,,,,,,,,,,
319,,,,,,,,,,,,,,,,,,198706,,,,,,,,,,,,,,,,,
320,,,,,,,,,,,,,,,,,,198329,,,,,,,,,,,,,,,,,
321,,,,,,,,,,,,,,,,,,198141,,,,,,,,,,,,,,,,,
322,,,,,,,,,,,,,,,,,,197853,,,,,,,,,,,,,,,,,
323,,,,,,,,,,,,,,,,,,197655,,,,,,,,,,,,,,,,,
324,,,,,,,,,,,,,,,,,,196889,,,,,,,,,,,,,,,,,
325,,,,,,,,,,,,,,,,,,194794,,,,,,,,,,,,,,,,,
326,,,,,,,,,,,,,,,,,,194404,,,,,,,,,,,,,,,,,
327,,,,,,,,,,,,,,,,,,193886,,,,,,,,,,,,,,,,,
328,,,,,,,,,,,,,,,,,,193738,,,,,,,,,,,,,,,,,
329,,,,,,,,,,,,,,,,,,193532,,,,,,,,,,,,,,,,,
330,,,,,,,,,,,,,,,,,,193525,,,,,,,,,,,,,,,,,
331,,,,,,,,,,,,,,,,,,193165,,,,,,,,,,,,,,,,,
332,,,,,,,,,,,,,,,,,,190813,,,,,,,,,,,,,,,,,
333,,,,,,,,,,,,,,,,,,190584,,,,,,,,,,,,,,,,,
334,,,,,,,,,,,,,,,,,,190456,,,,,,,,,,,,,,,,,
335,,,,,,,,,,,,,,,,,,189881,,,,,,,,,,,,,,,,,
336,,,,,,,,,,,,,,,,,,189560,,,,,,,,,,,,,,,,,
337,,,,,,,,,,,,,,,,,,189461,,,,,,,,,,,,,,,,,
338,,,,,,,,,,,,,,,,,,189251,,,,,,,,,,,,,,,,,
339,,,,,,,,,,,,,,,,,,189117,,,,,,,,,,,,,,,,,
340,,,,,,,,,,,,,,,,,,188988,,,,,,,,,,,,,,,,,
341,,,,,,,,,,,,,,,,,,188942,,,,,,,,,,,,,,,,,
342,,,,,,,,,,,,,,,,,,188388,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,188005,,,,,,,,,,,,,,,,,
344,,,,,,,,,,,,,,,,,,187491,,,,,,,,,,,,,,,,,
345,,,,,,,,,,,,,,,,,,187072,,,,,,,,,,,,,,,,,
346,,,,,,,,,,,,,,,,,,185103,,,,,,,,,,,,,,,,,
347,,,,,,,,,,,,,,,,,,184484,,,,,,,,,,,,,,,,,
348,,,,,,,,,,,,,,,,,,184200,,,,,,,,,,,,,,,,,
349,,,,,,,,,,,,,,,,,,183900,,,,,,,,,,,,,,,,,
350,,,,,,,,,,,,,,,,,,183711,,,,,,,,,,,,,,,,,
351,,,,,,,,,,,,,,,,,,183498,,,,,,,,,,,,,,,,,
352,,,,,,,,,,,,,,,,,,183280,,,,,,,,,,,,,,,,,
353,,,,,,,,,,,,,,,,,,182494,,,,,,,,,,,,,,,,,
354,,,,,,,,,,,,,,,,,,180334,,,,,,,,,,,,,,,,,
355,,,,,,,,,,,,,,,,,,180216,,,,,,,,,,,,,,,,,
356,,,,,,,,,,,,,,,,,,177600,,,,,,,,,,,,,,,,,
357,,,,,,,,,,,,,,,,,,177326,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,173909,,,,,,,,,,,,,,,,,
359,,,,,,,,,,,,,,,,,,173521,,,,,,,,,,,,,,,,,
360,,,,,,,,,,,,,,,,,,173221,,,,,,,,,,,,,,,,,
361,,,,,,,,,,,,,,,,,,173208,,,,,,,,,,,,,,,,,
362,66,77,57,48,66,74,34,33,56,17,25,4,4,4,4,4,77,173198,86,80,68,36,85,27,29,80,68,65,80,69,69,85,80,46,27
363,,,,,,,,,,,,,,,,,,172522,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,171897,,,,,,,,,,,,,,,,,
365,,,,,,,,,,,,,,,,,,171833,,,,,,,,,,,,,,,,,
366,,,,,,,,,,,,,,,,,,169595,,,,,,,,,,,,,,,,,
367,,,,,,,,,,,,,,,,,,169416,,,,,,,,,,,,,,,,,
368,54,82,52,52,57,71,39,33,46,27,35,15,5,7,6,11,83,166706,80,75,67,35,80,39,33,73,68,46,80,65,76,82,85,28,43
369,56,31,54,52,28,56,17,15,17,13,12,80,79,76,80,83,16,163264,24,73,37,12,15,24,12,74,32,14,13,53,40,15,66,46,12
370,62,77,63,72,73,80,65,59,62,51,55,6,7,12,11,14,81,159147,83,81,77,61,84,68,58,76,74,65,82,63,75,84,78,63,44
371,83,68,82,76,83,77,79,79,85,70,71,14,14,9,16,8,59,157960,68,74,80,82,62,73,75,76,80,83,68,76,76,69,71,81,69
372,74,80,66,59,73,80,72,77,75,70,86,10,15,14,11,11,78,153244,51,70,68,80,22,78,81,76,72,84,23,71,72,41,89,72,80
373,66,73,63,53,76,85,61,68,74,36,83,8,8,9,7,14,82,150418,20,76,50,76,20,69,83,81,70,82,20,73,69,24,86,62,78
374,62,82,74,73,79,83,67,86,74,75,67,6,12,10,5,10,51,146954,82,60,83,76,76,83,72,80,84,81,74,65,76,79,69,79,64
375,77,66,84,83,85,79,73,79,87,73,78,12,10,5,13,14,63,144622,53,71,76,76,29,72,82,82,81,77,31,68,67,42,63,81,74
376,75,80,82,76,85,83,82,81,83,64,71,11,7,11,12,11,70,143745,61,78,80,76,54,73,80,79,83,73,65,68,65,63,70,81,80
377,83,62,92,77,86,79,77,86,86,79,71,5,10,13,6,6,46,139068,31,39,77,83,15,72,72,80,78,85,20,78,71,22,62,77,75
378,40,80,59,63,80,88,76,82,71,74,69,14,14,13,13,11,78,121944,80,74,84,80,65,77,75,83,82,82,75,39,68,74,76,84,82
379,80,50,87,77,81,70,60,72,83,69,84,14,8,15,8,12,73,115909,37,76,45,78,11,76,86,87,69,77,14,77,75,12,61,74,72
380,68,78,55,39,65,76,79,80,63,71,52,13,14,10,9,5,80,112316,83,67,77,74,79,70,53,77,69,79,80,75,83,83,90,42,61
381,73,75,74,75,78,83,69,78,80,72,84,7,10,11,13,12,75,9676,39,86,71,75,20,85,83,76,76,85,35,74,64,39,70,75,80
382,,,,,,,,,,,,,,,,,,236583,,,,,,,,,,,,,,,,,
383,,,,,,,,,,,,,,,,,,226790,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,225850,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,,224411,,,,,,,,,,,,,,,,,
386,,,,,,,,,,,,,,,,,,224334,,,,,,,,,,,,,,,,,
387,,,,,,,,,,,,,,,,,,222028,,,,,,,,,,,,,,,,,
388,,,,,,,,,,,,,,,,,,221639,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,,221540,,,,,,,,,,,,,,,,,
390,53,82,54,38,53,80,43,38,60,30,51,10,8,12,9,12,83,220523,75,70,52,50,81,53,48,75,75,70,78,66,81,84,92,54,41
391,,,,,,,,,,,,,,,,,,220440,,,,,,,,,,,,,,,,,
392,,,,,,,,,,,,,,,,,,219809,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,,216352,,,,,,,,,,,,,,,,,
394,,,,,,,,,,,,,,,,,,215792,,,,,,,,,,,,,,,,,
395,,,,,,,,,,,,,,,,,,214997,,,,,,,,,,,,,,,,,
396,,,,,,,,,,,,,,,,,,211748,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,,211368,,,,,,,,,,,,,,,,,
398,78,79,76,69,77,76,78,40,75,30,47,12,6,14,9,11,66,210864,78,69,70,43,77,40,63,78,76,68,80,84,87,80,69,56,40
399,,,,,,,,,,,,,,,,,,210617,,,,,,,,,,,,,,,,,
400,,,,,,,,,,,,,,,,,,210413,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,,210406,,,,,,,,,,,,,,,,,
402,,,,,,,,,,,,,,,,,,210035,,,,,,,,,,,,,,,,,
403,,,,,,,,,,,,,,,,,,209989,,,,,,,,,,,,,,,,,
404,,,,,,,,,,,,,,,,,,209889,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,208334,,,,,,,,,,,,,,,,,
406,69,83,73,71,80,74,70,68,76,65,60,14,8,8,13,11,70,208333,80,76,80,75,78,60,73,78,81,81,80,73,85,81,84,79,61
407,,,,,,,,,,,,,,,,,,208135,,,,,,,,,,,,,,,,,
408,,,,,,,,,,,,,,,,,,208128,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,,208093,,,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,,207599,,,,,,,,,,,,,,,,,
411,,,,,,,,,,,,,,,,,,207439,,,,,,,,,,,,,,,,,
412,81,62,78,78,78,75,76,78,77,74,81,11,15,16,12,15,74,206467,37,75,68,81,40,65,83,73,76,83,30,83,82,40,81,77,81
413,,,,,,,,,,,,,,,,,,206413,,,,,,,,,,,,,,,,,
414,,,,,,,,,,,,,,,,,,205976,,,,,,,,,,,,,,,,,
415,,,,,,,,,,,,,,,,,,205678,,,,,,,,,,,,,,,,,
416,,,,,,,,,,,,,,,,,,205525,,,,,,,,,,,,,,,,,
417,80,47,83,76,85,70,77,82,84,72,75,10,14,10,7,7,44,205192,62,58,79,74,40,63,77,82,84,76,42,79,73,59,55,81,68
418,50,25,50,50,38,56,17,18,14,16,19,77,79,86,76,84,15,204935,24,66,54,13,14,41,18,79,53,31,12,41,44,20,56,68,20
419,,,,,,,,,,,,,,,,,,204638,,,,,,,,,,,,,,,,,
