,Unnamed: 0,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Position
116,116,201399,M. Icardi,25,https://cdn.sofifa.org/players/4/19/201399.png,Argentina,https://cdn.sofifa.org/flags/52.png,87,89,Inter,https://cdn.sofifa.org/teams/2/light/44.png,€62.5M,€130K,1937,ST
117,117,234569,Florentino,18,https://cdn.sofifa.org/players/4/19/234569.png,Portugal,https://cdn.sofifa.org/flags/38.png,75,87,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,€9.5M,€5K,1805,CDM|CM
118,118,202556,M. Depay,24,https://cdn.sofifa.org/players/4/19/202556.png,Netherlands,https://cdn.sofifa.org/flags/34.png,84,88,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€41M,€93K,2082,CF|LW|CAM
119,119,212622,J. Kimmich,23,https://cdn.sofifa.org/players/4/19/212622.png,Germany,https://cdn.sofifa.org/flags/21.png,86,88,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€45M,€100K,2212,RB|CM|CDM
120,120,230938,F. Kessié,21,https://cdn.sofifa.org/players/4/19/230938.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,79,88,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€19.5M,€24K,2149,CM|On Loan
121,121,224458,Diogo Jota,21,https://cdn.sofifa.org/players/4/19/224458.png,Portugal,https://cdn.sofifa.org/flags/38.png,78,85,Wolverhampton Wanderers,https://cdn.sofifa.org/teams/2/light/110.png,€15M,€56K,2063,ST|LW
122,122,230658,Arthur,21,https://cdn.sofifa.org/players/4/19/230658.png,Brazil,https://cdn.sofifa.org/flags/54.png,83,90,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€36M,€140K,2153,CM
123,123,236920,J. Kluivert,19,https://cdn.sofifa.org/players/4/19/236920.png,Netherlands,https://cdn.sofifa.org/flags/34.png,75,86,Roma,https://cdn.sofifa.org/teams/2/light/52.png,€11M,€28K,1871,LW|RW
124,124,202652,R. Sterling,23,https://cdn.sofifa.org/players/4/19/202652.png,England,https://cdn.sofifa.org/flags/14.png,87,89,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€62M,€210K,2054,RW|LW
125,125,233113,Aleñá,20,https://cdn.sofifa.org/players/4/19/233113.png,Spain,https://cdn.sofifa.org/flags/45.png,76,87,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€13M,€81K,1927,CM|RW|CAM
126,126,243630,J. David,18,https://cdn.sofifa.org/players/4/19/243630.png,Canada,https://cdn.sofifa.org/flags/70.png,71,85,KAA Gent,https://cdn.sofifa.org/teams/2/light/674.png,€4.9M,€8K,1657,CF|ST|CAM
127,127,226162,E. Buendía,21,https://cdn.sofifa.org/players/4/19/226162.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,81,Norwich City,https://cdn.sofifa.org/teams/2/light/1792.png,€8M,€19K,1922,RM
128,128,234678,J. Mæhle,21,https://cdn.sofifa.org/players/4/19/234678.png,Denmark,https://cdn.sofifa.org/flags/13.png,77,85,KRC Genk,https://cdn.sofifa.org/teams/2/light/673.png,€11M,€12K,1973,RB
129,129,241486,J. Koundé,19,https://cdn.sofifa.org/players/4/19/241486.png,France,https://cdn.sofifa.org/flags/18.png,75,87,FC Girondins de Bordeaux,https://cdn.sofifa.org/teams/2/light/59.png,€10M,€14K,1653,CB
130,130,236015,M. Gibbs-White,18,https://cdn.sofifa.org/players/4/19/236015.png,England,https://cdn.sofifa.org/flags/14.png,68,85,Wolverhampton Wanderers,https://cdn.sofifa.org/teams/2/light/110.png,€1.8M,€11K,1771,CM|CAM|LW
131,131,201942,Roberto Firmino,26,https://cdn.sofifa.org/players/4/19/201942.png,Brazil,https://cdn.sofifa.org/flags/54.png,86,87,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€53M,€195K,2187,CF|ST|CAM
132,132,222391,J. Minala,21,https://cdn.sofifa.org/players/4/19/222391.png,Cameroon,https://cdn.sofifa.org/flags/103.png,70,76,US Salernitana 1919,https://cdn.sofifa.org/teams/2/light/110373.png,€2.4M,€17K,1831,CM|On Loan
133,133,200454,Paco Alcácer,24,https://cdn.sofifa.org/players/4/19/200454.png,Spain,https://cdn.sofifa.org/flags/45.png,82,85,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€28.5M,€64K,1981,ST
134,134,209658,L. Goretzka,23,https://cdn.sofifa.org/players/4/19/209658.png,Germany,https://cdn.sofifa.org/flags/21.png,84,88,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€40M,€94K,2222,CM|CAM|CDM
135,135,188545,R. Lewandowski,29,https://cdn.sofifa.org/players/4/19/188545.png,Poland,https://cdn.sofifa.org/flags/37.png,90,90,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€77M,€205K,2151,ST
136,136,188567,P. Aubameyang,29,https://cdn.sofifa.org/players/4/19/188567.png,Gabon,https://cdn.sofifa.org/flags/115.png,88,88,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€59M,€265K,2069,ST|LM
137,137,211117,D. Alli,22,https://cdn.sofifa.org/players/4/19/211117.png,England,https://cdn.sofifa.org/flags/14.png,85,90,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€51.5M,€125K,2198,CAM|CM
138,138,200104,H. Son,25,https://cdn.sofifa.org/players/4/19/200104.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,87,88,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€61M,€175K,2122,CF|LM
139,139,223885,A. Nübel,21,https://cdn.sofifa.org/players/4/19/223885.png,Germany,https://cdn.sofifa.org/flags/21.png,71,80,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€2.8M,€9K,1136,GK
140,140,207877,J. Martínez,25,https://cdn.sofifa.org/players/4/19/207877.png,Venezuela,https://cdn.sofifa.org/flags/61.png,81,84,Atlanta United,https://cdn.sofifa.org/teams/2/light/112885.png,€22.5M,€14K,1936,ST
141,141,231292,J. Lewis,20,https://cdn.sofifa.org/players/4/19/231292.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,71,82,Norwich City,https://cdn.sofifa.org/teams/2/light/1792.png,€3.6M,€12K,1784,LB
142,142,226161,Marcos Llorente,23,https://cdn.sofifa.org/players/4/19/226161.png,Spain,https://cdn.sofifa.org/flags/45.png,79,87,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€16M,€110K,1902,CDM
143,143,229237,M. Akanji,22,https://cdn.sofifa.org/players/4/19/229237.png,Switzerland,https://cdn.sofifa.org/flags/47.png,82,88,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€26M,€53K,1889,CB
144,144,210514,João Cancelo,24,https://cdn.sofifa.org/players/4/19/210514.png,Portugal,https://cdn.sofifa.org/flags/38.png,83,88,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€29M,€105K,2180,RB
145,145,197061,J. Matip,26,https://cdn.sofifa.org/players/4/19/197061.png,Cameroon,https://cdn.sofifa.org/flags/103.png,81,83,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,€18M,€110K,1852,CB
146,146,239970,Paulinho,17,https://cdn.sofifa.org/players/4/19/239970.png,Brazil,https://cdn.sofifa.org/flags/54.png,71,86,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€4.7M,€15K,1790,RM
147,147,232999,T. Adams,19,https://cdn.sofifa.org/players/4/19/232999.png,United States,https://cdn.sofifa.org/flags/95.png,74,86,RB Leipzig,https://cdn.sofifa.org/teams/2/light/112172.png,€8.5M,€15K,1893,CDM|RWB
148,148,216393,Y. Tielemans,21,https://cdn.sofifa.org/players/4/19/216393.png,Belgium,https://cdn.sofifa.org/flags/7.png,78,87,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€16M,€47K,2087,CM|CDM|On Loan
149,149,208596,A. Belotti,24,https://cdn.sofifa.org/players/4/19/208596.png,Italy,https://cdn.sofifa.org/flags/27.png,82,87,Torino,https://cdn.sofifa.org/teams/2/light/54.png,€30M,€58K,1962,ST
150,150,224254,C. Pavón,22,https://cdn.sofifa.org/players/4/19/224254.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,86,LA Galaxy,https://cdn.sofifa.org/teams/2/light/697.png,€17.5M,€27K,2053,RW|ST|RM|LW|On Loan
151,151,207494,J. Lingard,25,https://cdn.sofifa.org/players/4/19/207494.png,England,https://cdn.sofifa.org/flags/14.png,82,83,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€26.5M,€150K,2118,RW|CAM|CF
152,152,210413,A. Romagnoli,23,https://cdn.sofifa.org/players/4/19/210413.png,Italy,https://cdn.sofifa.org/flags/27.png,83,90,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€31M,€92K,1765,CB
153,153,243952,A. Lunin,19,https://cdn.sofifa.org/players/4/19/243952.png,Ukraine,https://cdn.sofifa.org/flags/49.png,76,88,CD Leganés,https://cdn.sofifa.org/teams/2/light/100888.png,€10.5M,€24K,1078,GK|On Loan
154,154,210008,A. Rabiot,23,https://cdn.sofifa.org/players/4/19/210008.png,France,https://cdn.sofifa.org/flags/18.png,83,87,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€33M,€91K,2182,CM|CDM
155,155,208670,H. Ziyech,25,https://cdn.sofifa.org/players/4/19/208670.png,Morocco,https://cdn.sofifa.org/flags/129.png,85,86,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,€46M,€34K,2108,CAM|RW
156,156,213666,R. Loftus-Cheek,22,https://cdn.sofifa.org/players/4/19/213666.png,England,https://cdn.sofifa.org/flags/14.png,78,85,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€14.5M,€81K,1982,CM|LM
157,157,225116,A. Meret,21,https://cdn.sofifa.org/players/4/19/225116.png,Italy,https://cdn.sofifa.org/flags/27.png,77,89,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€12.5M,€27K,1176,GK
158,158,183277,E. Hazard,27,https://cdn.sofifa.org/players/4/19/183277.png,Belgium,https://cdn.sofifa.org/flags/7.png,91,91,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€93M,€340K,2143,LW|CF
159,159,232756,F. Tomori,20,https://cdn.sofifa.org/players/4/19/232756.png,England,https://cdn.sofifa.org/flags/14.png,72,83,Derby County,https://cdn.sofifa.org/teams/2/light/91.png,€4.7M,€19K,1672,CB
160,160,214997,A. Correa,23,https://cdn.sofifa.org/players/4/19/214997.png,Argentina,https://cdn.sofifa.org/flags/52.png,81,87,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€24.5M,€54K,2045,RM|ST
161,161,230621,G. Donnarumma,19,https://cdn.sofifa.org/players/4/19/230621.png,Italy,https://cdn.sofifa.org/flags/27.png,83,94,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€33.5M,€26K,1282,GK
162,162,236988,E. Nketiah,19,https://cdn.sofifa.org/players/4/19/236988.png,England,https://cdn.sofifa.org/flags/14.png,66,83,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€1.4M,€13K,1562,ST
163,163,234574,Diogo Dalot,19,https://cdn.sofifa.org/players/4/19/234574.png,Portugal,https://cdn.sofifa.org/flags/38.png,74,85,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€8M,€32K,1961,RB|RW
164,164,211591,M. Dembélé,21,https://cdn.sofifa.org/players/4/19/211591.png,France,https://cdn.sofifa.org/flags/18.png,79,84,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€17.5M,€54K,1865,ST
165,165,222357,B. Embolo,21,https://cdn.sofifa.org/players/4/19/222357.png,Switzerland,https://cdn.sofifa.org/flags/47.png,76,85,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€12M,€24K,1850,ST|RW
166,166,226754,I. Bennacer,20,https://cdn.sofifa.org/players/4/19/226754.png,Algeria,https://cdn.sofifa.org/flags/97.png,73,83,Empoli,https://cdn.sofifa.org/teams/2/light/1746.png,€6.5M,€9K,2013,CM|CDM
167,167,192505,R. Lukaku,25,https://cdn.sofifa.org/players/4/19/192505.png,Belgium,https://cdn.sofifa.org/flags/7.png,86,88,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€55M,€215K,2002,ST
168,168,226568,I. Hagi,19,https://cdn.sofifa.org/players/4/19/226568.png,Romania,https://cdn.sofifa.org/flags/39.png,72,85,,https://cdn.sofifa.org/flags/39.png,€0,€0,1782,CAM|LW
169,169,169416,C. Vela,29,https://cdn.sofifa.org/players/4/19/169416.png,Mexico,https://cdn.sofifa.org/flags/83.png,83,83,Los Angeles FC,https://cdn.sofifa.org/teams/2/light/112996.png,€25.5M,€17K,2005,RW|LW|CAM|ST
170,170,222665,M. Ødegaard,19,https://cdn.sofifa.org/players/4/19/222665.png,Norway,https://cdn.sofifa.org/flags/36.png,77,86,Vitesse,https://cdn.sofifa.org/teams/2/light/1909.png,€13.5M,€56K,1817,RM|CAM|On Loan
171,171,202126,H. Kane,24,https://cdn.sofifa.org/players/4/19/202126.png,England,https://cdn.sofifa.org/flags/14.png,90,92,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€96.5M,€210K,2177,ST
172,172,230142,Oyarzabal,21,https://cdn.sofifa.org/players/4/19/230142.png,Spain,https://cdn.sofifa.org/flags/45.png,80,87,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,€21M,€29K,1949,LW|LM|RW
173,173,232656,T. Hernández,20,https://cdn.sofifa.org/players/4/19/232656.png,France,https://cdn.sofifa.org/flags/18.png,77,85,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,€11M,€76K,1957,LB|On Loan
174,174,225850,P. Kimpembe,22,https://cdn.sofifa.org/players/4/19/225850.png,France,https://cdn.sofifa.org/flags/18.png,82,88,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,€26M,€75K,1895,CB
175,175,215914,N. Kanté,27,https://cdn.sofifa.org/players/4/19/215914.png,France,https://cdn.sofifa.org/flags/18.png,89,90,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€63M,€225K,2187,CDM|CM
176,176,230717,T. Kadewere,22,https://cdn.sofifa.org/players/4/19/230717.png,Zimbabwe,https://cdn.sofifa.org/flags/148.png,68,76,Le Havre AC,https://cdn.sofifa.org/teams/2/light/1738.png,€1.3M,€4K,1746,ST
177,177,205175,A. Milik,24,https://cdn.sofifa.org/players/4/19/205175.png,Poland,https://cdn.sofifa.org/flags/37.png,82,86,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€29.5M,€77K,1955,ST
178,178,235889,C. Ünder,20,https://cdn.sofifa.org/players/4/19/235889.png,Turkey,https://cdn.sofifa.org/flags/48.png,78,86,Roma,https://cdn.sofifa.org/teams/2/light/52.png,€15.5M,€49K,1889,RW|RM
179,179,204884,B. Mendy,23,https://cdn.sofifa.org/players/4/19/204884.png,France,https://cdn.sofifa.org/flags/18.png,81,86,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,€20M,€105K,2036,LB
180,180,237221,J. Foyth,20,https://cdn.sofifa.org/players/4/19/237221.png,Argentina,https://cdn.sofifa.org/flags/52.png,74,85,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€8.5M,€40K,1772,CB
181,181,201024,K. Koulibaly,27,https://cdn.sofifa.org/players/4/19/201024.png,Senegal,https://cdn.sofifa.org/flags/136.png,88,90,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,€58M,€135K,1692,CB
182,182,236679,Melendo,20,https://cdn.sofifa.org/players/4/19/236679.png,Spain,https://cdn.sofifa.org/flags/45.png,76,86,RCD Espanyol,https://cdn.sofifa.org/teams/2/light/452.png,€12.5M,€19K,1826,RM|LM|CAM
183,183,225711,A. Diallo,22,https://cdn.sofifa.org/players/4/19/225711.png,France,https://cdn.sofifa.org/flags/18.png,79,86,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€15M,€43K,1888,CB|LB
184,184,236593,C. Stengs,19,https://cdn.sofifa.org/players/4/19/236593.png,Netherlands,https://cdn.sofifa.org/flags/34.png,73,86,AZ Alkmaar,https://cdn.sofifa.org/teams/2/light/1906.png,€7.5M,€7K,1723,RW
185,185,240753,A. Gouiri,18,https://cdn.sofifa.org/players/4/19/240753.png,France,https://cdn.sofifa.org/flags/18.png,67,86,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€1.6M,€10K,1563,ST
186,186,239136,N. Cozza,19,https://cdn.sofifa.org/players/4/19/239136.png,France,https://cdn.sofifa.org/flags/18.png,69,85,Montpellier HSC,https://cdn.sofifa.org/teams/2/light/70.png,€2M,€5K,1726,CB|LWB
187,187,213331,J. Tah,22,https://cdn.sofifa.org/players/4/19/213331.png,Germany,https://cdn.sofifa.org/flags/21.png,82,87,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€25M,€61K,1671,CB
188,188,239207,M. Gómez,21,https://cdn.sofifa.org/players/4/19/239207.png,Uruguay,https://cdn.sofifa.org/flags/60.png,80,85,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€20.5M,€25K,1806,ST
189,189,227928,Nélson Semedo,24,https://cdn.sofifa.org/players/4/19/227928.png,Portugal,https://cdn.sofifa.org/flags/38.png,81,86,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€20M,€125K,2051,RB
190,190,234986,P. Retsos,19,https://cdn.sofifa.org/players/4/19/234986.png,Greece,https://cdn.sofifa.org/flags/22.png,75,85,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,€9M,€19K,1669,CB|RB|LB
191,191,41236,Z. Ibrahimović,36,https://cdn.sofifa.org/players/4/19/41236.png,Sweden,https://cdn.sofifa.org/flags/46.png,85,85,LA Galaxy,https://cdn.sofifa.org/teams/2/light/697.png,€14M,€15K,2009,ST
192,192,190460,C. Eriksen,26,https://cdn.sofifa.org/players/4/19/190460.png,Denmark,https://cdn.sofifa.org/flags/13.png,88,89,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,€69.5M,€205K,2123,CAM|CM
193,193,173731,G. Bale,28,https://cdn.sofifa.org/players/4/19/173731.png,Wales,https://cdn.sofifa.org/flags/50.png,86,86,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,€45M,€275K,2266,RW|LW|ST
194,194,233419,Raphinha,21,https://cdn.sofifa.org/players/4/19/233419.png,Brazil,https://cdn.sofifa.org/flags/54.png,79,85,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,€17.5M,€14K,2022,RW
195,195,236378,A. Plizzari,18,https://cdn.sofifa.org/players/4/19/236378.png,Italy,https://cdn.sofifa.org/flags/27.png,66,84,Milan,https://cdn.sofifa.org/teams/2/light/47.png,€1.1M,€4K,1075,GK
196,196,235266,C. Früchtl,18,https://cdn.sofifa.org/players/4/19/235266.png,Germany,https://cdn.sofifa.org/flags/21.png,65,82,FC Bayern München,https://cdn.sofifa.org/teams/2/light/21.png,€900K,€3K,908,GK
197,197,204311,K. Zouma,23,https://cdn.sofifa.org/players/4/19/204311.png,France,https://cdn.sofifa.org/flags/18.png,79,83,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€14M,€80K,1861,CB|On Loan
198,198,234742,H. Barnes,20,https://cdn.sofifa.org/players/4/19/234742.png,England,https://cdn.sofifa.org/flags/14.png,75,85,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€11M,€45K,1823,LW|CAM
199,199,238160,M. Demiral,20,https://cdn.sofifa.org/players/4/19/238160.png,Turkey,https://cdn.sofifa.org/flags/48.png,73,83,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,€5.5M,€8K,1604,CB|On Loan
200,200,242374,M. Barrow,19,https://cdn.sofifa.org/players/4/19/242374.png,Gambia,https://cdn.sofifa.org/flags/116.png,69,86,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,€2.3M,€7K,1589,ST
201,201,221479,D. Calvert-Lewin,21,https://cdn.sofifa.org/players/4/19/221479.png,England,https://cdn.sofifa.org/flags/14.png,76,82,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€11M,€63K,1828,ST|LM
202,202,203747,Héctor Bellerín,23,https://cdn.sofifa.org/players/4/19/203747.png,Spain,https://cdn.sofifa.org/flags/45.png,80,85,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,€16.5M,€85K,1991,RB|RWB
203,203,194765,A. Griezmann,27,https://cdn.sofifa.org/players/4/19/194765.png,France,https://cdn.sofifa.org/flags/18.png,89,89,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€71M,€145K,2293,CF|ST
204,204,231240,E. Mor,20,https://cdn.sofifa.org/players/4/19/231240.png,Turkey,https://cdn.sofifa.org/flags/48.png,73,82,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,€6M,€15K,1717,LW|ST|RW
205,205,216594,N. Fekir,24,https://cdn.sofifa.org/players/4/19/216594.png,France,https://cdn.sofifa.org/flags/18.png,84,87,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,€39.5M,€84K,2084,CAM
206,206,208333,E. Can,24,https://cdn.sofifa.org/players/4/19/208333.png,Germany,https://cdn.sofifa.org/flags/21.png,80,85,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,€19.5M,€91K,2153,CM|CDM
207,207,234612,J. Ikoné,20,https://cdn.sofifa.org/players/4/19/234612.png,France,https://cdn.sofifa.org/flags/18.png,78,87,LOSC Lille,https://cdn.sofifa.org/teams/2/light/65.png,€16M,€26K,1872,CAM|RM
208,208,188350,M. Reus,29,https://cdn.sofifa.org/players/4/19/188350.png,Germany,https://cdn.sofifa.org/flags/21.png,88,88,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,€58M,€130K,2187,CAM|LM|ST
209,209,210881,J. McGinn,23,https://cdn.sofifa.org/players/4/19/210881.png,Scotland,https://cdn.sofifa.org/flags/42.png,74,79,Aston Villa,https://cdn.sofifa.org/teams/2/light/2.png,€7.5M,€16K,2038,CM
210,210,190717,M. Antonio,28,https://cdn.sofifa.org/players/4/19/190717.png,England,https://cdn.sofifa.org/flags/14.png,78,78,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,€10.5M,€85K,2058,ST|RM|LM
211,211,220440,C. Lenglet,23,https://cdn.sofifa.org/players/4/19/220440.png,France,https://cdn.sofifa.org/flags/18.png,84,90,FC Barcelona,https://cdn.sofifa.org/teams/2/light/241.png,€36.5M,€160K,1925,CB
212,212,244369,V. Tsygankov,20,https://cdn.sofifa.org/players/4/19/244369.png,Ukraine,https://cdn.sofifa.org/flags/49.png,79,86,Dynamo Kyiv,https://cdn.sofifa.org/teams/2/light/101047.png,€18M,€1K,1937,RM|LM
213,213,228941,André Silva,22,https://cdn.sofifa.org/players/4/19/228941.png,Portugal,https://cdn.sofifa.org/flags/38.png,80,86,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,€20.5M,€89K,1959,ST|On Loan
214,214,241461,Ferrán Torres,18,https://cdn.sofifa.org/players/4/19/241461.png,Spain,https://cdn.sofifa.org/flags/45.png,74,86,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€9.5M,€13K,1730,RM
